Team,Season,Key,SponsorName,Industry,Retained,Tenure,LeftCensored,TeamSponsorCount,MeanRaceFinishPos,MeanQualifyingPos,QualRaceCorrelation,PositionChange_Std,PointsPerRace,LogTenure,PredStability,SeasonCentered
Alpine/Renault,2019,elysium,Elysium,Technology,1,2,1,20,11.98,10.76,0.61,3.11,4.33,0.6931471805599453,-3.11,-2
Alpine/Renault,2019,gf,GF+,Industrial & Aerospace,0,1,0,20,11.98,10.76,0.61,3.11,4.33,0.0,-3.11,-2
Alpine/Renault,2019,siemens,Siemens,Industrial & Aerospace,1,2,1,20,11.98,10.76,0.61,3.11,4.33,0.6931471805599453,-3.11,-2
Alpine/Renault,2019,alpinestars,Alpinestars,Apparel & Sportswear,1,2,1,20,11.98,10.76,0.61,3.11,4.33,0.6931471805599453,-3.11,-2
Alpine/Renault,2019,pirelli,Pirelli,Automotive,1,2,1,20,11.98,10.76,0.61,3.11,4.33,0.6931471805599453,-3.11,-2
Alpine/Renault,2019,lecoqsportif,Le Coq Sportif,Apparel & Sportswear,1,2,1,20,11.98,10.76,0.61,3.11,4.33,0.6931471805599453,-3.11,-2
Alpine/Renault,2019,ozracing,Oz Racing,Automotive,1,1,0,20,11.98,10.76,0.61,3.11,4.33,0.0,-3.11,-2
Alpine/Renault,2019,renaultpro,Renault Pro+,Automotive,0,1,0,20,11.98,10.76,0.61,3.11,4.33,0.0,-3.11,-2
Alpine/Renault,2020,dpworld,DP World,"Travel, Hospitality & Logistics",0,1,0,33,8.94,8.82,0.3506,3.19,10.65,0.0,-3.19,-1
Alpine/Renault,2020,castrol,Castrol,Energy,1,3,1,33,8.94,8.82,0.3506,3.19,10.65,1.0986122886681098,-3.19,-1
Alpine/Renault,2020,infiniti,Infiniti,Automotive,0,3,1,33,8.94,8.82,0.3506,3.19,10.65,1.0986122886681098,-3.19,-1
Alpine/Renault,2020,rci,RCi,Financial Services,1,2,0,33,8.94,8.82,0.3506,3.19,10.65,0.6931471805599453,-3.19,-1
Alpine/Renault,2020,mapfre,MAPFRE,Financial Services,1,3,1,33,8.94,8.82,0.3506,3.19,10.65,1.0986122886681098,-3.19,-1
Alpine/Renault,2020,bpultimate,BP Ultimate,Energy,1,3,1,33,8.94,8.82,0.3506,3.19,10.65,1.0986122886681098,-3.19,-1
Alpine/Renault,2020,dupont,Dupont,Industrial & Aerospace,1,1,0,33,8.94,8.82,0.3506,3.19,10.65,0.0,-3.19,-1
Alpine/Renault,2020,microsoft,Microsoft,Technology,1,1,0,33,8.94,8.82,0.3506,3.19,10.65,0.0,-3.19,-1
Alpine/Renault,2020,bellross,Bell & Ross,Luxury Watches,1,3,1,33,8.94,8.82,0.3506,3.19,10.65,1.0986122886681098,-3.19,-1
Alpine/Renault,2020,tmall,TMALL,Technology,0,3,1,33,8.94,8.82,0.3506,3.19,10.65,1.0986122886681098,-3.19,-1
Alpine/Renault,2020,eurodatacar,Eurodatacar,Technology,1,3,1,33,8.94,8.82,0.3506,3.19,10.65,1.0986122886681098,-3.19,-1
Alpine/Renault,2020,geniicapital,Genii Capital,Financial Services,1,3,1,33,8.94,8.82,0.3506,3.19,10.65,1.0986122886681098,-3.19,-1
Alpine/Renault,2020,lecoqsportif,Le coq sportif,Apparel & Sportswear,1,3,1,33,8.94,8.82,0.3506,3.19,10.65,1.0986122886681098,-3.19,-1
Alpine/Renault,2020,3dsystems,3D systems,Technology,1,3,1,33,8.94,8.82,0.3506,3.19,10.65,1.0986122886681098,-3.19,-1
Alpine/Renault,2020,alpinestars,Alpinestars,Apparel & Sportswear,1,3,1,33,8.94,8.82,0.3506,3.19,10.65,1.0986122886681098,-3.19,-1
Alpine/Renault,2020,boeing,Boeing,Industrial & Aerospace,1,3,1,33,8.94,8.82,0.3506,3.19,10.65,1.0986122886681098,-3.19,-1
Alpine/Renault,2020,breton,Breton,Industrial & Aerospace,0,3,1,33,8.94,8.82,0.3506,3.19,10.65,1.0986122886681098,-3.19,-1
Alpine/Renault,2020,cannondale,Cannondale,Consumer Goods & Retail,0,1,0,33,8.94,8.82,0.3506,3.19,10.65,0.0,-3.19,-1
Alpine/Renault,2020,elysium,Elysium,Technology,1,3,1,33,8.94,8.82,0.3506,3.19,10.65,1.0986122886681098,-3.19,-1
Alpine/Renault,2020,gfmachiningsolutions,GF Machining solutions,Industrial & Aerospace,1,1,0,33,8.94,8.82,0.3506,3.19,10.65,0.0,-3.19,-1
Alpine/Renault,2020,hechter,Hechter,Apparel & Sportswear,0,1,0,33,8.94,8.82,0.3506,3.19,10.65,0.0,-3.19,-1
Alpine/Renault,2020,hexis,Hexis,Industrial & Aerospace,1,1,0,33,8.94,8.82,0.3506,3.19,10.65,0.0,-3.19,-1
Alpine/Renault,2020,hp,HP,Technology,0,1,0,33,8.94,8.82,0.3506,3.19,10.65,0.0,-3.19,-1
Alpine/Renault,2020,ixell,ixell,Automotive,0,1,0,33,8.94,8.82,0.3506,3.19,10.65,0.0,-3.19,-1
Alpine/Renault,2020,jabil,Jabil,Technology,1,1,0,33,8.94,8.82,0.3506,3.19,10.65,0.0,-3.19,-1
Alpine/Renault,2020,matrix,Matrix,Technology,1,1,0,33,8.94,8.82,0.3506,3.19,10.65,0.0,-3.19,-1
Alpine/Renault,2020,ozracing,OZ Racing,Automotive,0,2,0,33,8.94,8.82,0.3506,3.19,10.65,0.6931471805599453,-3.19,-1
Alpine/Renault,2020,perkinelmer,PerkinElmer,Other,1,1,0,33,8.94,8.82,0.3506,3.19,10.65,0.0,-3.19,-1
Alpine/Renault,2020,siemens,Siemens,Industrial & Aerospace,1,3,1,33,8.94,8.82,0.3506,3.19,10.65,1.0986122886681098,-3.19,-1
Alpine/Renault,2020,verizonmedia,Verizon Media,Media & Entertainment,0,1,0,33,8.94,8.82,0.3506,3.19,10.65,0.0,-3.19,-1
Alpine/Renault,2020,volumegraphics,Volume Graphics,Technology,1,1,0,33,8.94,8.82,0.3506,3.19,10.65,0.0,-3.19,-1
Alpine/Renault,2020,yxlon,Yxlon,Industrial & Aerospace,0,1,0,33,8.94,8.82,0.3506,3.19,10.65,0.0,-3.19,-1
Alpine/Renault,2020,pirelli,Pirelli,Automotive,1,3,1,33,8.94,8.82,0.3506,3.19,10.65,1.0986122886681098,-3.19,-1
Alpine/Renault,2021,castrol,Castrol,Energy,1,4,1,29,10.25,11.0,0.4542,3.35,7.05,1.3862943611198906,-3.35,0
Alpine/Renault,2021,rci,RCi,Financial Services,0,3,0,29,10.25,11.0,0.4542,3.35,7.05,1.0986122886681098,-3.35,0
Alpine/Renault,2021,mapfre,MAPFRE,Financial Services,1,4,1,29,10.25,11.0,0.4542,3.35,7.05,1.3862943611198906,-3.35,0
Alpine/Renault,2021,bpultimate,bp Ultimate,Energy,0,4,1,29,10.25,11.0,0.4542,3.35,7.05,1.3862943611198906,-3.35,0
Alpine/Renault,2021,dupont,Dupont,Industrial & Aerospace,1,2,0,29,10.25,11.0,0.4542,3.35,7.05,0.6931471805599453,-3.35,0
Alpine/Renault,2021,microsoft,Microsoft,Technology,1,2,0,29,10.25,11.0,0.4542,3.35,7.05,0.6931471805599453,-3.35,0
Alpine/Renault,2021,bellross,Bell & Ross,Luxury Watches,1,4,1,29,10.25,11.0,0.4542,3.35,7.05,1.3862943611198906,-3.35,0
Alpine/Renault,2021,eurodatacar,Eurodatacar,Technology,1,4,1,29,10.25,11.0,0.4542,3.35,7.05,1.3862943611198906,-3.35,0
Alpine/Renault,2021,pirelli,Pirelli,Automotive,0,4,1,29,10.25,11.0,0.4542,3.35,7.05,1.3862943611198906,-3.35,0
Alpine/Renault,2021,geniicapital,GENII,Financial Services,1,4,1,29,10.25,11.0,0.4542,3.35,7.05,1.3862943611198906,-3.35,0
Alpine/Renault,2021,renaultetech,Renault E-Tech,Automotive,1,1,0,29,10.25,11.0,0.4542,3.35,7.05,0.0,-3.35,0
Alpine/Renault,2021,yahoo,Yahoo!,Media & Entertainment,1,1,0,29,10.25,11.0,0.4542,3.35,7.05,0.0,-3.35,0
Alpine/Renault,2021,3dsystems,3D Systems,Technology,1,4,1,29,10.25,11.0,0.4542,3.35,7.05,1.3862943611198906,-3.35,0
Alpine/Renault,2021,hewlettpackard,Hewlett-Packard,Technology,0,1,0,29,10.25,11.0,0.4542,3.35,7.05,0.0,-3.35,0
Alpine/Renault,2021,perkinelmer,PerkinElmer,Other,1,2,0,29,10.25,11.0,0.4542,3.35,7.05,0.6931471805599453,-3.35,0
Alpine/Renault,2021,lecoqsportif,Le coq Sportif,Apparel & Sportswear,0,4,1,29,10.25,11.0,0.4542,3.35,7.05,1.3862943611198906,-3.35,0
Alpine/Renault,2021,gfmachiningsolutions,GF Matching Solutions,Industrial & Aerospace,0,2,0,29,10.25,11.0,0.4542,3.35,7.05,0.6931471805599453,-3.35,0
Alpine/Renault,2021,siemens,Siemens,Industrial & Aerospace,1,4,1,29,10.25,11.0,0.4542,3.35,7.05,1.3862943611198906,-3.35,0
Alpine/Renault,2021,alpinestars,Alpinestars,Apparel & Sportswear,1,4,1,29,10.25,11.0,0.4542,3.35,7.05,1.3862943611198906,-3.35,0
Alpine/Renault,2021,boeing,Boeing,Industrial & Aerospace,1,4,1,29,10.25,11.0,0.4542,3.35,7.05,1.3862943611198906,-3.35,0
Alpine/Renault,2021,elysium,Elysium,Technology,1,4,1,29,10.25,11.0,0.4542,3.35,7.05,1.3862943611198906,-3.35,0
Alpine/Renault,2021,gcaps,GCAPS,Technology,1,1,0,29,10.25,11.0,0.4542,3.35,7.05,0.0,-3.35,0
Alpine/Renault,2021,hexis,Hexis,Industrial & Aerospace,1,2,0,29,10.25,11.0,0.4542,3.35,7.05,0.6931471805599453,-3.35,0
Alpine/Renault,2021,jabil,Jabil,Technology,0,2,0,29,10.25,11.0,0.4542,3.35,7.05,0.6931471805599453,-3.35,0
Alpine/Renault,2021,linde,Linde,Industrial & Aerospace,1,1,0,29,10.25,11.0,0.4542,3.35,7.05,0.0,-3.35,0
Alpine/Renault,2021,matrix,MATRIX,Technology,1,2,0,29,10.25,11.0,0.4542,3.35,7.05,0.6931471805599453,-3.35,0
Alpine/Renault,2021,roland,Roland,Technology,1,1,0,29,10.25,11.0,0.4542,3.35,7.05,0.0,-3.35,0
Alpine/Renault,2021,trackracer,Trak Racer,Consumer Goods & Retail,1,1,0,29,10.25,11.0,0.4542,3.35,7.05,0.0,-3.35,0
Alpine/Renault,2021,volumegraphics,Volume Graphics,Technology,1,2,0,29,10.25,11.0,0.4542,3.35,7.05,0.6931471805599453,-3.35,0
Alpine/Renault,2022,bwt,BWT,Industrial & Aerospace,1,1,0,36,9.86,9.48,0.3279,3.75,7.73,0.0,-3.75,1
Alpine/Renault,2022,castrol,Castrol,Energy,1,5,1,36,9.86,9.48,0.3279,3.75,7.73,1.6094379124341003,-3.75,1
Alpine/Renault,2022,britishpetroleum,British Petroleum,Energy,0,1,0,36,9.86,9.48,0.3279,3.75,7.73,0.0,-3.75,1
Alpine/Renault,2022,rcibankandservices,RCI Bank and Services,Financial Services,0,1,0,36,9.86,9.48,0.3279,3.75,7.73,0.0,-3.75,1
Alpine/Renault,2022,mapfre,Mapfre,Financial Services,0,5,1,36,9.86,9.48,0.3279,3.75,7.73,1.6094379124341003,-3.75,1
Alpine/Renault,2022,renaultetech,Renault E-Tech,Automotive,1,2,0,36,9.86,9.48,0.3279,3.75,7.73,0.6931471805599453,-3.75,1
Alpine/Renault,2022,microsoft,Microsoft,Technology,1,3,0,36,9.86,9.48,0.3279,3.75,7.73,1.0986122886681098,-3.75,1
Alpine/Renault,2022,mandiant,Mandiant,Cybersecurity,0,1,0,36,9.86,9.48,0.3279,3.75,7.73,0.0,-3.75,1
Alpine/Renault,2022,binance,Binance,Crypto & Web3,1,1,0,36,9.86,9.48,0.3279,3.75,7.73,0.0,-3.75,1
Alpine/Renault,2022,dupont,Dupont,Industrial & Aerospace,0,3,0,36,9.86,9.48,0.3279,3.75,7.73,1.0986122886681098,-3.75,1
Alpine/Renault,2022,plugpower,Plug Power,Energy,1,1,0,36,9.86,9.48,0.3279,3.75,7.73,0.0,-3.75,1
Alpine/Renault,2022,delphi,Delphi Technologies,Automotive,1,1,0,36,9.86,9.48,0.3279,3.75,7.73,0.0,-3.75,1
Alpine/Renault,2022,dataai,Data.ai,Technology,0,1,0,36,9.86,9.48,0.3279,3.75,7.73,0.0,-3.75,1
Alpine/Renault,2022,bellross,Bell and Ross,Luxury Watches,1,5,1,36,9.86,9.48,0.3279,3.75,7.73,1.6094379124341003,-3.75,1
Alpine/Renault,2022,kappa,Kappa,Apparel & Sportswear,1,1,0,36,9.86,9.48,0.3279,3.75,7.73,0.0,-3.75,1
Alpine/Renault,2022,sprinklr,Sprinklr,Technology,1,1,0,36,9.86,9.48,0.3279,3.75,7.73,0.0,-3.75,1
Alpine/Renault,2022,boeing,Boeing,Industrial & Aerospace,1,5,1,36,9.86,9.48,0.3279,3.75,7.73,1.6094379124341003,-3.75,1
Alpine/Renault,2022,geniicapital,Genii,Financial Services,0,5,1,36,9.86,9.48,0.3279,3.75,7.73,1.6094379124341003,-3.75,1
Alpine/Renault,2022,eurodatacar,Eurodatacar,Technology,1,5,1,36,9.86,9.48,0.3279,3.75,7.73,1.6094379124341003,-3.75,1
Alpine/Renault,2022,perkinelmer,Perkin Elmer,Other,1,3,0,36,9.86,9.48,0.3279,3.75,7.73,1.0986122886681098,-3.75,1
Alpine/Renault,2022,shamir,Shamir,Consumer Goods & Retail,1,1,0,36,9.86,9.48,0.3279,3.75,7.73,0.0,-3.75,1
Alpine/Renault,2022,siemens,Siemens,Industrial & Aerospace,0,5,1,36,9.86,9.48,0.3279,3.75,7.73,1.6094379124341003,-3.75,1
Alpine/Renault,2022,yahoo,Yahoo,Media & Entertainment,1,2,0,36,9.86,9.48,0.3279,3.75,7.73,0.6931471805599453,-3.75,1
Alpine/Renault,2022,3dsystems,3D Systems,Technology,1,5,1,36,9.86,9.48,0.3279,3.75,7.73,1.6094379124341003,-3.75,1
Alpine/Renault,2022,alpinestars,AlpineStars,Apparel & Sportswear,1,5,1,36,9.86,9.48,0.3279,3.75,7.73,1.6094379124341003,-3.75,1
Alpine/Renault,2022,alpineeyewear,Alpine Eyewear,Luxury & Fashion,1,1,0,36,9.86,9.48,0.3279,3.75,7.73,0.0,-3.75,1
Alpine/Renault,2022,elysium,Elysium,Technology,1,5,1,36,9.86,9.48,0.3279,3.75,7.73,1.6094379124341003,-3.75,1
Alpine/Renault,2022,gcaps,GCaps,Technology,1,2,0,36,9.86,9.48,0.3279,3.75,7.73,0.6931471805599453,-3.75,1
Alpine/Renault,2022,hexis,Hexis,Industrial & Aerospace,1,3,0,36,9.86,9.48,0.3279,3.75,7.73,1.0986122886681098,-3.75,1
Alpine/Renault,2022,kx,KX,Technology,1,1,0,36,9.86,9.48,0.3279,3.75,7.73,0.0,-3.75,1
Alpine/Renault,2022,kway,K-Way,Apparel & Sportswear,1,1,0,36,9.86,9.48,0.3279,3.75,7.73,0.0,-3.75,1
Alpine/Renault,2022,linde,Linde,Industrial & Aerospace,0,2,0,36,9.86,9.48,0.3279,3.75,7.73,0.6931471805599453,-3.75,1
Alpine/Renault,2022,matrix,Matrix,Technology,1,3,0,36,9.86,9.48,0.3279,3.75,7.73,1.0986122886681098,-3.75,1
Alpine/Renault,2022,roland,Roland,Technology,1,2,0,36,9.86,9.48,0.3279,3.75,7.73,0.6931471805599453,-3.75,1
Alpine/Renault,2022,trackracer,Trak Racer,Consumer Goods & Retail,1,2,0,36,9.86,9.48,0.3279,3.75,7.73,0.6931471805599453,-3.75,1
Alpine/Renault,2022,volumegraphics,Volume Graphics,Technology,0,3,0,36,9.86,9.48,0.3279,3.75,7.73,1.0986122886681098,-3.75,1
Alpine/Renault,2023,bwt,BWT,Industrial & Aerospace,1,2,0,31,11.27,11.11,0.4584,3.7,5.0,0.6931471805599453,-3.7,2
Alpine/Renault,2023,castrol,Castrol,Energy,1,6,1,31,11.27,11.11,0.4584,3.7,5.0,1.791759469228055,-3.7,2
Alpine/Renault,2023,bpultimate,BP Ultimate,Energy,1,1,0,31,11.27,11.11,0.4584,3.7,5.0,0.0,-3.7,2
Alpine/Renault,2023,renaultetech,Renault E-Tech,Automotive,1,3,0,31,11.27,11.11,0.4584,3.7,5.0,1.0986122886681098,-3.7,2
Alpine/Renault,2023,binance,Binance,Crypto & Web3,1,2,0,31,11.27,11.11,0.4584,3.7,5.0,0.6931471805599453,-3.7,2
Alpine/Renault,2023,ecowatt,Ecowatt,Energy,0,1,0,31,11.27,11.11,0.4584,3.7,5.0,0.0,-3.7,2
Alpine/Renault,2023,mobilizefinancialservices,Mobilize Financial Services,Financial Services,1,1,0,31,11.27,11.11,0.4584,3.7,5.0,0.0,-3.7,2
Alpine/Renault,2023,microsoft,Microsoft,Technology,1,4,0,31,11.27,11.11,0.4584,3.7,5.0,1.3862943611198906,-3.7,2
Alpine/Renault,2023,plugpower,Plug,Energy,0,2,0,31,11.27,11.11,0.4584,3.7,5.0,0.6931471805599453,-3.7,2
Alpine/Renault,2023,bellross,Bell & Ross,Luxury Watches,0,6,1,31,11.27,11.11,0.4584,3.7,5.0,1.791759469228055,-3.7,2
Alpine/Renault,2023,kappa,Kappa,Apparel & Sportswear,1,2,0,31,11.27,11.11,0.4584,3.7,5.0,0.6931471805599453,-3.7,2
Alpine/Renault,2023,sprinklr,Sprinklr,Technology,1,2,0,31,11.27,11.11,0.4584,3.7,5.0,0.6931471805599453,-3.7,2
Alpine/Renault,2023,boeing,Boeing,Industrial & Aerospace,1,6,1,31,11.27,11.11,0.4584,3.7,5.0,1.791759469228055,-3.7,2
Alpine/Renault,2023,delphi,Delphi,Automotive,1,2,0,31,11.27,11.11,0.4584,3.7,5.0,0.6931471805599453,-3.7,2
Alpine/Renault,2023,eurodatacar,Eurodatacar,Technology,1,6,1,31,11.27,11.11,0.4584,3.7,5.0,1.791759469228055,-3.7,2
Alpine/Renault,2023,kway,KWay,Apparel & Sportswear,1,2,0,31,11.27,11.11,0.4584,3.7,5.0,0.6931471805599453,-3.7,2
Alpine/Renault,2023,shamir,Shamir,Consumer Goods & Retail,1,2,0,31,11.27,11.11,0.4584,3.7,5.0,0.6931471805599453,-3.7,2
Alpine/Renault,2023,yahoo,Yahoo!,Media & Entertainment,1,3,0,31,11.27,11.11,0.4584,3.7,5.0,1.0986122886681098,-3.7,2
Alpine/Renault,2023,3dsystems,3D Systems,Technology,1,6,1,31,11.27,11.11,0.4584,3.7,5.0,1.791759469228055,-3.7,2
Alpine/Renault,2023,alpinestars,Alpinestars,Apparel & Sportswear,1,6,1,31,11.27,11.11,0.4584,3.7,5.0,1.791759469228055,-3.7,2
Alpine/Renault,2023,alpineeyewear,Alpine Eyewear,Luxury & Fashion,1,2,0,31,11.27,11.11,0.4584,3.7,5.0,0.6931471805599453,-3.7,2
Alpine/Renault,2023,elysium,Elysium,Technology,0,6,1,31,11.27,11.11,0.4584,3.7,5.0,1.791759469228055,-3.7,2
Alpine/Renault,2023,gcaps,GCaps,Technology,1,3,0,31,11.27,11.11,0.4584,3.7,5.0,1.0986122886681098,-3.7,2
Alpine/Renault,2023,hexis,Hexis,Industrial & Aerospace,1,4,0,31,11.27,11.11,0.4584,3.7,5.0,1.3862943611198906,-3.7,2
Alpine/Renault,2023,kx,KX,Technology,0,2,0,31,11.27,11.11,0.4584,3.7,5.0,0.6931471805599453,-3.7,2
Alpine/Renault,2023,matrix,Matrix,Technology,1,4,0,31,11.27,11.11,0.4584,3.7,5.0,1.3862943611198906,-3.7,2
Alpine/Renault,2023,perkinelmer,Perkin Elmer,Other,1,4,0,31,11.27,11.11,0.4584,3.7,5.0,1.3862943611198906,-3.7,2
Alpine/Renault,2023,pirelli,Pirelli,Automotive,1,1,0,31,11.27,11.11,0.4584,3.7,5.0,0.0,-3.7,2
Alpine/Renault,2023,roland,Roland,Technology,1,3,0,31,11.27,11.11,0.4584,3.7,5.0,1.0986122886681098,-3.7,2
Alpine/Renault,2023,trackracer,Track Racer,Consumer Goods & Retail,1,3,0,31,11.27,11.11,0.4584,3.7,5.0,1.0986122886681098,-3.7,2
Alpine/Renault,2023,canels,Canel’s,Food & Beverage,1,1,0,31,11.27,11.11,0.4584,3.7,5.0,0.0,-3.7,2
Alpine/Renault,2024,bwt,BWT,Industrial & Aerospace,1,3,0,32,13.31,13.92,0.4747,3.65,2.62,1.0986122886681098,-3.65,3
Alpine/Renault,2024,castrol,Castrol,Energy,0,7,1,32,13.31,13.92,0.4747,3.65,2.62,1.9459101490553132,-3.65,3
Alpine/Renault,2024,bpultimate,BP Ultimate,Energy,0,2,0,32,13.31,13.92,0.4747,3.65,2.62,0.6931471805599453,-3.65,3
Alpine/Renault,2024,renaultetech,Renault E-Tech,Automotive,1,4,0,32,13.31,13.92,0.4747,3.65,2.62,1.3862943611198906,-3.65,3
Alpine/Renault,2024,binance,Binance,Crypto & Web3,1,3,0,32,13.31,13.92,0.4747,3.65,2.62,1.0986122886681098,-3.65,3
Alpine/Renault,2024,mobilizefinancialservices,Mobilize Financial Services,Financial Services,1,2,0,32,13.31,13.92,0.4747,3.65,2.62,0.6931471805599453,-3.65,3
Alpine/Renault,2024,microsoft,Microsoft,Technology,1,5,0,32,13.31,13.92,0.4747,3.65,2.62,1.6094379124341003,-3.65,3
